,urls
306,https://www.quikr.com/electronics-appliances/call-08040901432-9845452721-refurbished-excellent-condition-best-price-lenovo-m62z-all-in-one-pc-core-i3-2nd-gen-4gb-ram-500gb-harddisk-19.5-screen-keyboard-and-mouse.-price-12-000.-desktop-almost-like-new-12000-dealer-above-16+bangalore+W0QQAdIdZ338502972
307,https://www.quikr.com/electronics-appliances/acer-a515-51g-gaming-laptop+hyderabad+W0QQAdIdZ338659782
308,https://www.quikr.com/electronics-appliances/sahara-laptop-image-book-series-al-096-motherboard-dead-others-heavily-used-5000-others-individual-1gb-15-to-15.9+chennai+W0QQAdIdZ338569289
309,https://www.quikr.com/electronics-appliances/macbook-air-10th-generation-8gb-ram-and-256gb-space-grey-apple-laptop-brand-new-90000-apple-individual+delhi+W0QQAdIdZ338634336
310,https://www.quikr.com/electronics-appliances/dell-inspiron-n-5010-320-gb-hd-4-gb-ram-laptop-gently-used-15000-individual-4gb-15-to-15.9+bangalore+W0QQAdIdZ338835137
311,https://www.quikr.com/electronics-appliances/dead-toshiba-laptop-for-parts-only-heavily-used-2500-individual-15-to-15.9+bangalore+W0QQAdIdZ338787289
312,https://www.quikr.com/electronics-appliances/lenovo-legion-y520-gaming-laptop-in-almost-like-new-condition-price-is-little-negotiable.+tanuku+W0QQAdIdZ338814120
313,https://www.quikr.com/electronics-appliances/sale-acer-aspire-3-a315-22-laptop+bangalore+W0QQAdIdZ338752986
314,https://www.quikr.com/electronics-appliances/dell-alienware-m11x-r2-2010-gaming-laptop-for-sale-+bathinda+W0QQAdIdZ338856232
315,https://www.quikr.com/electronics-appliances/lenovo-laptop-with-bag-and-accessories+siliguri+W0QQAdIdZ338838549
316,https://www.quikr.com/electronics-appliances/dell-vostro-i5-premium-laptop-with-fingerprint-scanner+jabalpur+W0QQAdIdZ338766378
317,https://www.quikr.com/electronics-appliances/dell-alienware-laptop-15-r2+bangalore+W0QQAdIdZ338622312
318,https://www.quikr.com/electronics-appliances/asus-tuf-gaming-fx505dt-15.6-fhd-120hz-laptop-gtx-1650-4gb-graphics-ryzen-5-8gb-ram-1tb-hdd-256gb-ssd-brand-new-59999-individual+bangalore+W0QQAdIdZ338726499
319,https://www.quikr.com/electronics-appliances/lenovo-t440s-i5-4th-12gb-256gb-9cell-battery.-laptop-gently-used-22500-individual+bangalore+W0QQAdIdZ338696125
320,https://www.quikr.com/electronics-appliances/macbook-pro-13-inch-2017-4-thunderbolt-usb-c-ports-space-grey-apple-laptop-almost-like-new-90000-apple-individual-8gb-13-to-13.9+pune+W0QQAdIdZ338765352
321,https://www.quikr.com/electronics-appliances/new-conditon-core-i5-4th-gen-dell-latitiude-4gb-128gb-ssd-14-webcam-lenovo-laptop-brand-new-20000-lenovo-individual-14-to-14.9+bangalore+W0QQAdIdZ338834755
322,https://www.quikr.com/electronics-appliances/laptop-i5-6th-gen-128-gb-ssd-1-tb-hdd-12-gb-ram-asus-gently-used-23000-asus-individual+delhi+W0QQAdIdZ338798236
323,https://www.quikr.com/electronics-appliances/lenovo-thinkpadt430-laptop-heavily-used-20000-individual-more-than-8gb-13-to-13.9+noida+W0QQAdIdZ338833521
324,https://www.quikr.com/electronics-appliances/laptop-dell-gently-used-8000-dell-individual+kota+W0QQAdIdZ338595533
325,https://www.quikr.com/electronics-appliances/dell-laptop-with-8gb-ram-1tb-hard-disk-brought-from-dubai-good-in-condition-almost-like-new-23000-individual+hyderabad+W0QQAdIdZ338581127
326,https://www.quikr.com/electronics-appliances/just-one-month-old-laptop-for-sale-hp-hewlett-packard-brand-new-20000-hp-hewlett-packard-individual-4gb-15-to-15.9+mangalore+W0QQAdIdZ338504979
327,https://www.quikr.com/electronics-appliances/very-good-condition-laptop-with-4gbram-500gb-hdd-good-battery-backup.very-less-used-price-slightly-negotiable+bangalore+W0QQAdIdZ338776592
328,https://www.quikr.com/electronics-appliances/asus-laptop-with-original-charger-with-asus-backpack-with-valid-original-asus-warranty-till-october-2020+delhi+W0QQAdIdZ338817438
329,https://www.quikr.com/electronics-appliances/hp-i5-7th-laptop-for-sale+bangalore+W0QQAdIdZ338691923
330,https://www.quikr.com/electronics-appliances/4-laptop-and-2-hard-disk-and-1-ram-all-are-normal-condition-sony-gently-used-10000-sony-individual+noida+W0QQAdIdZ338808728
331,https://www.quikr.com/electronics-appliances/brand-new-condition-lenovo-laptop-sell.selling-due-to-money-problem.box-pcking-with-warrenty-card.-18000-individual+kolkata+W0QQAdIdZ338770495
332,https://www.quikr.com/electronics-appliances/hp-pavilion15-hp-hewlett-packard-laptop-almost-like-new-25000-hp-hewlett-packard-individual-8gb-15-to-15.9+coimbatore+W0QQAdIdZ338651686
333,https://www.quikr.com/electronics-appliances/dell-inspiron-7373-sparingly-used-laptop-almost-like-new-70000-individual-more-than-8gb-13-to-13.9+mumbai+W0QQAdIdZ338822544
334,https://www.quikr.com/electronics-appliances/window10pro-new-and-working-condition-black-colour-acer-laptop+tirupati+W0QQAdIdZ338749076
335,https://www.quikr.com/electronics-appliances/macbook-pro-2013-apple-laptop-gently-used-40000-apple-individual-8gb-13-to-13.9+chennai+W0QQAdIdZ338739351
336,https://www.quikr.com/electronics-appliances/msi-gf63-thin-9sc-240in-gaming-laptop-in-mint-condition-with-valid-bill-and-under-warranty+jamshedpur+W0QQAdIdZ338816571
337,https://www.quikr.com/electronics-appliances/toshiba-laptop-4-gb-ram-500-gb-hardisk-1gb-amd-graphic-card-windows-10-installed-with-updates-available.-need-urgent-money-to-pay-a-loan.-others-almost-like-new-12000-others-individual-4gb-15-to-15.9+mumbai+W0QQAdIdZ338725843
338,https://www.quikr.com/electronics-appliances/hp-1tb-8-gb-intel-i3-and-7-gen-hp-notebook-15.5.with-window-10-pro-hp-hewlett-packard-laptop-almost-like-new-29000-hp-hewlett-packard-individual-15-to-15.9+gurgaon+W0QQAdIdZ338838501
339,https://www.quikr.com/electronics-appliances/asus-laptop-in-perfect-condition+jatani+W0QQAdIdZ338836374
340,https://www.quikr.com/electronics-appliances/dell-inspiron-e1505core2duo1.5gb-ramwindows7-64bit500gb-hard-disk-battery-not-good-laptop-performance-is-in-good-condition+vizag+W0QQAdIdZ338834911
341,https://www.quikr.com/electronics-appliances/laptop-hp-4gb-ram-500gb-hard-disc-amd-2.50ghz-processor+bilaspur+W0QQAdIdZ338831894
342,https://www.quikr.com/electronics-appliances/dell-laptop-for-sale.+sonipat+W0QQAdIdZ338711243
343,https://www.quikr.com/electronics-appliances/hp-laptop-2134tx-2gb-graphics-combo-offer+srinagar+W0QQAdIdZ338829937
344,https://www.quikr.com/electronics-appliances/lenovo-yoga-13-touch-screen-laptop+navsari+W0QQAdIdZ338824033
345,https://www.quikr.com/electronics-appliances/well-maintained-dell-i3-inspiron-15-5000-series-laptop-for-sale+howrah+W0QQAdIdZ338827522
346,https://www.quikr.com/electronics-appliances/compaq-laptop+kanpur+W0QQAdIdZ338826156
347,https://www.quikr.com/electronics-appliances/good-condition-laptop-ram-2gb-harddisk-300gb-original-charger-hp-hewlett-packard-gently-used-9000-hp-hewlett-packard-individual-14-to-14.9+tirupur+W0QQAdIdZ338789588
348,https://www.quikr.com/electronics-appliances/dell-inspiron-5555-laptop-in-very-good-condition-gently-used-25000-individual-8gb-15-to-15.9+jaipur+W0QQAdIdZ338825279
349,https://www.quikr.com/electronics-appliances/slim-portable-dvd-writer-lg-laptop-brand-new-3000-lg-individual+coimbatore+W0QQAdIdZ338511218
350,https://www.quikr.com/electronics-appliances/hp-hewlett-packard-laptop-for-sale+motihari+W0QQAdIdZ338822746
351,https://www.quikr.com/electronics-appliances/selling-acer-touchscreen-convertible-2-in-1-laptop-tablet-10.1-inch-for-ppt-day-to-day-study-work-only-genuine+mathura+W0QQAdIdZ338822601
352,https://www.quikr.com/electronics-appliances/macbook-pro-13-inch-apple-laptop-gently-used-70000-apple-individual-8gb-13-to-13.9+ahmedabad+W0QQAdIdZ338820073
353,https://www.quikr.com/electronics-appliances/8gb-ram-intel-core-i5-9th-generation-processor-3gp-navida-gtx-graphic-card-one-year-will-complete-in-this-august-lenovo-laptop-almost-like-new-45000-lenovo-individual-15-to-15.9+chandigarh+W0QQAdIdZ338820323
354,https://www.quikr.com/electronics-appliances/lenovo-laptop-less-used-almost-brand-new+patna+W0QQAdIdZ338818946
355,https://www.quikr.com/electronics-appliances/asus-vivobook-x507-laptop-core-i3-8gb-1tb-15.6-win10-almost-like-new-25000-individual-15-to-15.9+mahbubnagar+W0QQAdIdZ338815303
356,https://www.quikr.com/electronics-appliances/laptop-internal-dvd-read-writer-available-very-good-working-condition-lg-almost-like-new-500-lg-individual+thanjavur+W0QQAdIdZ338814445
357,https://www.quikr.com/electronics-appliances/toshiba-laptop-gently-used-7000-individual+bijapur+W0QQAdIdZ338813402
358,https://www.quikr.com/electronics-appliances/hp-dell-acer-lenovo-laptop-avaiable-one-month-warranty-physycal-not-replace-almost-like-new-imported-laptop-wholesale-dealer-21000-individual+mumbai+W0QQAdIdZ338825236
359,https://www.quikr.com/electronics-appliances/hp-pavilion-cs15-1000tx-unused-laptop-for-sale+pune+W0QQAdIdZ338699371
360,https://www.quikr.com/electronics-appliances/dell-vostro-1015-2gb-300gb-hdd-15.6-wide-display-at-throwaway-price-+gurgaon+W0QQAdIdZ338763488
361,https://www.quikr.com/electronics-appliances/very-good-condistion-with-good-battery-backup-hp-hewlett-packard-laptop-almost-like-new-18000-hp-hewlett-packard-individual+bangalore+W0QQAdIdZ338779204
362,https://www.quikr.com/electronics-appliances/brand-new-hp-i3-8th-gen-laptop-4gb-ram-n-1td-hdd-worth-37k+hyderabad+W0QQAdIdZ338784013
363,https://www.quikr.com/electronics-appliances/selling-excellent-dell-laptop-almost-like-new-25000-individual+noida+W0QQAdIdZ338612418
364,https://www.quikr.com/electronics-appliances/dell-inspiron-7000-series-2-in-1-laptop-almost-like-new-60000-individual-8gb-13-to-13.9+delhi+W0QQAdIdZ338765117
365,https://www.quikr.com/electronics-appliances/alienware-m17xr4-1060-6gb-16gb-128-gb-ssd-1-tb-hdd-dell-laptop-gently-used-80000-dell-individual-more-than-8gb-above-16+noida+W0QQAdIdZ338743254
366,https://www.quikr.com/electronics-appliances/dell-laptop-with-i3-4gb-ram-and-500-gb-hard-disk-gently-used-16000-individual+noida+W0QQAdIdZ338721548
367,https://www.quikr.com/electronics-appliances/g50-70-8gb-1tb-i3-windows-10-good-in-condition-lenovo-laptop-gently-used-35000-lenovo-individual+bangalore+W0QQAdIdZ338719811
368,https://www.quikr.com/electronics-appliances/asus-gaming-laptop-almost-like-new-70000-individual+pune+W0QQAdIdZ338526208
369,https://www.quikr.com/electronics-appliances/hp-hewlett-packard-laptop-almost-like-new-70000-hp-hewlett-packard-individual-8gb-13-to-13.9+delhi+W0QQAdIdZ338796237
370,https://www.quikr.com/electronics-appliances/dell-laptop-used-gently-used-4999-individual-4gb-14-to-14.9+hyderabad+W0QQAdIdZ338815173
371,https://www.quikr.com/electronics-appliances/not-so-used-hp-laptop-i3+faridkot+W0QQAdIdZ338808360
372,https://www.quikr.com/electronics-appliances/hp-15q-series-laptop-1.5-years-old-works-perfectly-+gurgaon+W0QQAdIdZ338607045
373,https://www.quikr.com/electronics-appliances/hp-laptop-8gb-1tb-with-amd-graphic-card-contact-7011922451-for-better-information.-hp-hewlett-packard-almost-like-new-29000-hp-hewlett-packard-individual-15-to-15.9+gurgaon+W0QQAdIdZ338728611
374,https://www.quikr.com/electronics-appliances/in-very-good-working-condition-samsung-laptop-for-sale+bangalore+W0QQAdIdZ338734923
375,https://www.quikr.com/electronics-appliances/toshiba-laptop+cuttack+W0QQAdIdZ338769870
376,https://www.quikr.com/electronics-appliances/lenovo-ideapad-330-i5-processor-8gb-ram-free-mouse-and-protection-bag-laptop-almost-like-new-38700-individual+ghaziabad+W0QQAdIdZ338733990
377,https://www.quikr.com/electronics-appliances/almost-untouched-dell-inspiron-core-i3-with-windows-10-laptop-almost-like-new-12000-individual-4gb-15-to-15.9+bangalore+W0QQAdIdZ338792374
378,https://www.quikr.com/electronics-appliances/hp-pavilion-15-au628tx-8gb-ram-i7-7500u-hp-hewlett-packard-laptop-heavily-used-40000-hp-hewlett-packard-individual-15-to-15.9+delhi+W0QQAdIdZ338495140
379,https://www.quikr.com/electronics-appliances/brand-new-hp-i3-8th-gen-15.6-inch-laptop-worth-37000+hyderabad+W0QQAdIdZ338782882
380,https://www.quikr.com/electronics-appliances/lenovo-ideapad-laptop-gently-used-28000-individual-8gb-15-to-15.9+bangalore+W0QQAdIdZ338787308
381,https://www.quikr.com/electronics-appliances/hp-core-i5-3rd-generation-8gb-ram-500gb-hdd-hp-hewlett-packard-laptop-gently-used-20000-hp-hewlett-packard-individual+bangalore+W0QQAdIdZ338786925
382,https://www.quikr.com/electronics-appliances/lenevo-g570-well-maintained-fully-functional-screen-15.6-inches-ram-2gb-500gb-hd-processor-celeron-lenovo-laptop-unboxed-10001-lenovo-individual+delhi+W0QQAdIdZ338785279
383,https://www.quikr.com/electronics-appliances/compaq-graphics-laptop-gently-used-10000-individual+bangalore+W0QQAdIdZ338771968
384,https://www.quikr.com/electronics-appliances/lenovo-i3-4th-gen-laptop-for-sale-1-day-battery-backup.-hardly-used-excellent-condition-gently-used-14500-individual+bangalore+W0QQAdIdZ338805727
385,https://www.quikr.com/electronics-appliances/acer-e1-series-laptop-gently-used-12000-individual+bangalore+W0QQAdIdZ338782318
386,https://www.quikr.com/electronics-appliances/apple-macbook-pro-13inch-2015-model-retina-display-.-laptop-almost-like-new-50000-individual-8gb-13-to-13.9+delhi+W0QQAdIdZ338767215
387,https://www.quikr.com/electronics-appliances/microsoft-surface-pro-7-i5-8gb-256gb-issues-cracked-screen-.-no-any-other-issues.device-under-warenty-total-items-surface-tab-platinum-key-board-cover-surface-pen-others-laptop-brand-new-94000-others-individual+hyderabad+W0QQAdIdZ338813455
388,https://www.quikr.com/electronics-appliances/want-to-sell-my-excellent-condition-hp-laptop-hp-hewlett-packard-almost-like-new-9000-hp-hewlett-packard-individual-2gb-14-to-14.9+pune+W0QQAdIdZ338794995
389,https://www.quikr.com/electronics-appliances/acer-laptop-aspire-v5-571-series.-made-in-italy.-in-working-condition.-free-accessories+delhi+W0QQAdIdZ338655873
390,https://www.quikr.com/electronics-appliances/4-gb-graphics-card-with-core-i5-gaming-laptop-dell-4-gb-ram-almost-like-new-17999-individual-4gb-15-to-15.9+delhi+W0QQAdIdZ338800165
391,https://www.quikr.com/electronics-appliances/lenovo-school-laptop-with-zebronics-mouse-and-laptop-charger-gently-used-10000-individual+chennai+W0QQAdIdZ338703618
392,https://www.quikr.com/electronics-appliances/everything-works-perfect-hp-hewlett-packard-laptop-almost-like-new-70000-hp-hewlett-packard-individual-8gb-13-to-13.9+delhi+W0QQAdIdZ338796011
393,https://www.quikr.com/electronics-appliances/apple-macbook-pro-md101-is-for-sell-in-fabulous-condition-laptop-brand-new-24000-individual-4gb-13-to-13.9+gurgaon+W0QQAdIdZ338632165
394,https://www.quikr.com/electronics-appliances/unused-laptop-with-1tb-storage-lenovo-brand-new-17000-lenovo-individual-4gb-15-to-15.9+delhi+W0QQAdIdZ338770639
395,https://www.quikr.com/electronics-appliances/dell-insp-5590-laptop-brand-new-36000-individual+delhi+W0QQAdIdZ338769516
396,https://www.quikr.com/electronics-appliances/smooth-condition-acer-laptop-almost-like-new-35000-acer-individual-8gb-15-to-15.9+delhi+W0QQAdIdZ338769622
397,https://www.quikr.com/electronics-appliances/brand-new-hp-laptop-sale-hp-hewlett-packard-25999-hp-hewlett-packard-individual-4gb-15-to-15.9+kolkata+W0QQAdIdZ338715239
398,https://www.quikr.com/electronics-appliances/like-new-dell-inspiron-15-laptop-for-sale-7301197677-almost-like-new-61999-individual-8gb-15-to-15.9+kanchipuram+W0QQAdIdZ338804918
399,https://www.quikr.com/electronics-appliances/laptop-whole-sell-price-dell-almost-like-new-5000-dell-individual+mumbai+W0QQAdIdZ338730770
400,https://www.quikr.com/electronics-appliances/dell-xps-15-9570-8thgeneration-corei7-16gb-ram-512gb-ssd-4gb-1050-ti-max-q-graphics-win10-home-15.6-full-hd-laptop+bangalore+W0QQAdIdZ338587849
401,https://www.quikr.com/electronics-appliances/dell-inspiron-5520-i7-laptop-for-sell.-gently-used-24999-individual-8gb-14-to-14.9+bangalore+W0QQAdIdZ338763901
402,https://www.quikr.com/electronics-appliances/14.6-inch-dell-laptop-for-sale-gently-used-25000-individual-4gb-14-to-14.9+bangalore+W0QQAdIdZ338636860
403,https://www.quikr.com/electronics-appliances/dell-insprion-5490-i5-10th-generation-8gb-512gb-ssd-laptop-almost-like-new-60000-individual-14-to-14.9+hyderabad+W0QQAdIdZ338571172
404,https://www.quikr.com/electronics-appliances/dell-latitude-7490-premium-business-laptop-16-gb-intel-i7-processor+hyderabad+W0QQAdIdZ338697320
405,https://www.quikr.com/electronics-appliances/best-apple-13in-macbook-pro-retina-touch-bar-3.1ghz-intel-core-i5-dual-core-8gb-ram-512gb-ssd-laptop-gently-used-32000-individual-13-to-13.9+kolkata+W0QQAdIdZ338622134
406,https://www.quikr.com/electronics-appliances/apple-macbook-air-13.3-inch-i7-2.0ghz-8gb-ram-256gb-ssd.-text-msg-or-whatsapp-only-9899001651-laptop-gently-used-35000-individual-13-to-13.9+noida+W0QQAdIdZ338695077
407,https://www.quikr.com/electronics-appliances/dell-inspiron-15-core-i3-6th-gen-4gb-1tb-mint-condition-laptop-almost-like-new-35000-individual+mumbai+W0QQAdIdZ338712461
408,https://www.quikr.com/electronics-appliances/zed-life-laptop-brand-new-8500-zed-life-individual+bijapur+W0QQAdIdZ338675767
409,https://www.quikr.com/electronics-appliances/excellent-work-condition-dell-laptop-almost-like-new-23000-dell-individual+hyderabad+W0QQAdIdZ338756836
410,https://www.quikr.com/electronics-appliances/toshiba-laptop-tecra-r840-gently-used-12500-individual-2gb-14-to-14.9+delhi+W0QQAdIdZ338654259
411,https://www.quikr.com/electronics-appliances/dell-latitude-e4310-core-i5-processor-4gb-ram-250gb-hard-disk-with-docking-station-windows-10-original-laptop-gently-used-9000-individual+delhi+W0QQAdIdZ338750491
412,https://www.quikr.com/electronics-appliances/toshiba-m600-used-laptop-with-laptop-bag-heavily-used-3000-individual+ghaziabad+W0QQAdIdZ338790605
413,https://www.quikr.com/electronics-appliances/it-is-good-condition-excellent-clarity-and-sound-and-graphics-compaq-laptop-gently-used-10000-compaq-individual+bangalore+W0QQAdIdZ338757017
414,https://www.quikr.com/electronics-appliances/msi-laptop-battery-problem+allahabad+W0QQAdIdZ338512953
415,https://www.quikr.com/electronics-appliances/lenovo-thinkpad-x240-core-i5-4th-generation-4gb-ram-500-hdd-laptop-gently-used-17500-individual-12-to-12.9+delhi+W0QQAdIdZ338650621
416,https://www.quikr.com/electronics-appliances/dell-g5-15-i7-8th-gen-brand-new-16gb-ram-1050-ti-4gb-graphics-gaming-laptop+mumbai+W0QQAdIdZ338776672
417,https://www.quikr.com/electronics-appliances/gaming-laptop-for-sale-dell-inspiron-15r-3537+bhubaneswar+W0QQAdIdZ338804035
418,https://www.quikr.com/electronics-appliances/old-laptop-but-perform-as-a-new-laptop.-dell+udhamsinghnagar+W0QQAdIdZ338799417
419,https://www.quikr.com/electronics-appliances/good-confrontation-mint-use-acer-laptop-almost-like-new-13000-acer-individual-2gb-15-to-15.9+belgaum+W0QQAdIdZ338625223
420,https://www.quikr.com/electronics-appliances/i-want-to-sell-because-i-want-purchase-new-hp-laptop-for-sale+vapi+W0QQAdIdZ338796609
421,https://www.quikr.com/electronics-appliances/dell-g3-series-core-i5-8th-generation-laptop-almost-like-new-48000-individual-8gb-15-to-15.9+delhi+W0QQAdIdZ338745509
422,https://www.quikr.com/electronics-appliances/toshiba-tecra-z40-laptop-for-sale-immediately-in-working-condition-gently-used-20500-individual-8gb-14-to-14.9+bangalore+W0QQAdIdZ338754946
423,https://www.quikr.com/electronics-appliances/vaio.laptop.windows8.-full-condition+kochi+W0QQAdIdZ338794516
424,https://www.quikr.com/electronics-appliances/hp-hewlett-packard-laptop-almost-like-new-70000-hp-hewlett-packard-individual+tirunelveli+W0QQAdIdZ338793868
425,https://www.quikr.com/electronics-appliances/original-windows-10-core-i5-1tb-hdd-8gb-ram-asus-laptop-for-sale+guwahati+W0QQAdIdZ338791405
426,https://www.quikr.com/electronics-appliances/not-working-lenovo-laptop-heavily-used-8000-individual+jaipur+W0QQAdIdZ338789515
427,https://www.quikr.com/electronics-appliances/asus-x540-intel-cerlon-processor-laptop-almost-like-new-13000-individual-8gb-15-to-15.9+tirupur+W0QQAdIdZ338788363
428,https://www.quikr.com/electronics-appliances/dell-laptop-for-sale+purnia+W0QQAdIdZ338729609
429,https://www.quikr.com/electronics-appliances/charger-good-lenovo-laptop-gently-used-701-lenovo-individual+madurai+W0QQAdIdZ338787570
430,https://www.quikr.com/electronics-appliances/l420-i5-2nd-gen.-320gb-4gb-ram.-integrated-2gb-graphic-card-lenovo-laptop-for-sale+tirupati+W0QQAdIdZ338774934
431,https://www.quikr.com/electronics-appliances/lenovo-laptop-with-webcam-+noida+W0QQAdIdZ338719343
432,https://www.quikr.com/electronics-appliances/samsung-series-3-np300e5c-a0cin-laptop-core-i3-2nd-gen-2-gb-500-gb-almost-like-new-18000-individual-2gb-15-to-15.9+delhi+W0QQAdIdZ338713645
433,https://www.quikr.com/electronics-appliances/dell-inspiron-5520-i7-laptop-for-sell-gently-used-24999-individual-8gb-14-to-14.9+bangalore+W0QQAdIdZ338735130
434,https://www.quikr.com/electronics-appliances/best-at-affordable-hp-hewlett-packard-laptop+chennai+W0QQAdIdZ338765686
435,https://www.quikr.com/electronics-appliances/apple-lap-wil-will-going-to-sales-laptop-gently-used-40000-individual+chennai+W0QQAdIdZ338697561
436,https://www.quikr.com/electronics-appliances/lenovo-i3-3rd-generation-4-gb-ram-500-gb-hdd-laptop-gently-used-11500-individual-4gb-14-to-14.9+delhi+W0QQAdIdZ338722207
437,https://www.quikr.com/electronics-appliances/i7-acer-laptop-with-nvidia-1050ti-graphics+bangalore+W0QQAdIdZ338681863
438,https://www.quikr.com/electronics-appliances/macbook-pro-13-inch-2.3-ghz-intel-core-i5.-4-gb-ddr3-apple-laptop-heavily-used-20000-apple-individual+delhi+W0QQAdIdZ338615598
439,https://www.quikr.com/electronics-appliances/good-condition-acer-laptop-almost-like-new-15500-acer-individual+gurgaon+W0QQAdIdZ338727219
440,https://www.quikr.com/electronics-appliances/hp-notebook-hp-hewlett-packard-laptop-almost-like-new-28000-hp-hewlett-packard-individual-4gb-15-to-15.9+hyderabad+W0QQAdIdZ338761505
441,https://www.quikr.com/electronics-appliances/dell-g3-series-model-3579-ram-8-gb-storage-1-tb-hdd-128-gb-ssd-os-windows-10-home-64-bit-graphic-card-4-gb-graphics-nvidia-geforce-gtx-1050-type-3579-gaming-laptop-screen-15.6-in+delhi+W0QQAdIdZ338646600
442,https://www.quikr.com/electronics-appliances/dell-laptop-inspiron-15-3000+surat+W0QQAdIdZ338784389
443,https://www.quikr.com/electronics-appliances/intel-core-i5-processor-ram-6gb-hp-laptop-for-sale+fatehgarhsahib+W0QQAdIdZ338782615
444,https://www.quikr.com/electronics-appliances/hp-pavilion-laptop-4gb-ram-1tb-hdd-hp-hewlett-packard-almost-like-new-28000-hp-hewlett-packard-individual-15-to-15.9+bangalore+W0QQAdIdZ338691371
445,https://www.quikr.com/electronics-appliances/hp-laptop-4gb-ram-320gb-brand-new-condition+ghatal+W0QQAdIdZ338780192
446,https://www.quikr.com/electronics-appliances/laptop-4250-dell+surat+W0QQAdIdZ338500274
447,https://www.quikr.com/electronics-appliances/toshiba-laptop-bought-from-usa-almost-like-new-11000-individual-14-to-14.9+jaipur+W0QQAdIdZ338653902
448,https://www.quikr.com/electronics-appliances/samsung-laptop-i3-gently-used-10000-individual-4gb-15-to-15.9+jaipur+W0QQAdIdZ338773105
449,https://www.quikr.com/electronics-appliances/hp-laptop-i3-almost-like-new-pay-n-take-bill-also-available+delhi+W0QQAdIdZ338614505
450,https://www.quikr.com/electronics-appliances/lenevo-i5-16000-only-urgent-sale-lenovo-laptop-gently-used-lenovo-individual-4gb-above-16+rohtak+W0QQAdIdZ338772214
451,https://www.quikr.com/electronics-appliances/i-putting-my-dell-laptop-for-sell+delhi+W0QQAdIdZ338719128
452,https://www.quikr.com/electronics-appliances/hp-pavilion-i5-gaming-laptop-hp-hewlett-packard-gently-used-21000-hp-hewlett-packard-individual-8gb-15-to-15.9+udaipur+W0QQAdIdZ338770302
453,https://www.quikr.com/electronics-appliances/hp-pavilion-15-e015tx-laptop+bhubaneswar+W0QQAdIdZ338769239
454,https://www.quikr.com/electronics-appliances/asus-tuf-gaming-laptop-brand-new-laptop-3-month-older-unused-8-ram-6gb-graphics-1tb-hdd-+ranchi+W0QQAdIdZ338763389
455,https://www.quikr.com/electronics-appliances/dell-i7-15.6-inch-fhd-gaming-laptop-5th-gen-core-i7-8gbram-1tb-win10-4.80-gra.-almost-like-new-58000-individual+ghaziabad+W0QQAdIdZ338545282
456,https://www.quikr.com/electronics-appliances/lenovo-laptop-8gb-rab-1tb-hard-disc-its-almost-new-gently-used-33250-individual-15-to-15.9+delhi+W0QQAdIdZ338633882
457,https://www.quikr.com/electronics-appliances/acer-gateway-ne46rs1-laptop-gently-used-5500-individual+vellore+W0QQAdIdZ338697286
458,https://www.quikr.com/electronics-appliances/hp-notebook-14-ck0155tu-7-months-old-no-defects-everything-working-perfect.1tb-storage-4gb-ram.-hp-hewlett-packard-laptop-brand-new-28000-hp-hewlett-packard-individual-14-to-14.9+faridabad+W0QQAdIdZ338562293
459,https://www.quikr.com/electronics-appliances/aspire-5-brand-new-condition-laptop-only-5-month-old-acer-32500-acer-individual+delhi+W0QQAdIdZ338571316
460,https://www.quikr.com/electronics-appliances/selling-sony-vaio-urgently-laptop-gently-used-12499-individual+bangalore+W0QQAdIdZ338741292
461,https://www.quikr.com/electronics-appliances/laptop-dell-i7-8th-gen-8-gb-ram-1tb-hdd-6gb-graphics-card-laptop-gently-used-70000-individual-8gb-15-to-15.9+nashik+W0QQAdIdZ338718252
462,https://www.quikr.com/electronics-appliances/i5-processor-with-touch-display-inbuilt-dvd-1-tb-hard-drive-4-gb-ram-2-gb-graphic-card-cdell-laptop-gently-used-22000-dell-individual+cuddapah+W0QQAdIdZ338767226
463,https://www.quikr.com/electronics-appliances/acer-nitro-5-i7-7th-gen-gaming-laptop-gently-used-65000-individual-more-than-8gb-15-to-15.9+kolhapur+W0QQAdIdZ338768215
464,https://www.quikr.com/electronics-appliances/acer-predator-helios-300-i5-8th-generation-gaming-laptop-with-2-gampads-free-n-multiple-high-games-installed-in-iitp+gwalior+W0QQAdIdZ338767287
465,https://www.quikr.com/electronics-appliances/hp15.6-inch-4gb-ram-1tb-hard-disk-a9-processor-dvd-drive-windows-10-pre-installed-includes-charger-and-adapter-4hrs-backup-excellent-condition-rarely-watched-movies-on-it-and-like-new-bo-hp-hewlett-packard-laptop-almost-like-new-21000-hp-hewlett-packard-individual-15-to-15.9+chittoor+W0QQAdIdZ338766325
466,https://www.quikr.com/electronics-appliances/brought-new-laptop-so-selling-the-older-one-anyone-interested-can-contact-me+jaipur+W0QQAdIdZ338764284
467,https://www.quikr.com/electronics-appliances/laptop-hp-probook-for-sell+jabalpur+W0QQAdIdZ338764416
468,https://www.quikr.com/electronics-appliances/hp-pavilion-touch-and-type-convertible-11-inch-laptop-hp-hewlett-packard-brand-new-33000-hp-hewlett-packard-individual+kolkata+W0QQAdIdZ338763860
469,https://www.quikr.com/electronics-appliances/hp-envy-gaming-laptop-for-sale-hp-hewlett-packard-gently-used-35000-hp-hewlett-packard-individual-8gb-15-to-15.9+kolkata+W0QQAdIdZ338763788
